id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
49016635,52305362,10000.0,10000.0,10000.0, 36 months,11.53,329.91,B,B5,HR,3 years,OWN,55000.0,Source Verified,May-2015,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49016635,,debt_consolidation,Debt consolidation,913xx,CA,28.4,0.0,Jun-1989,1.0,82.0,,22.0,0.0,83252.0,24.8,33.0,f,8808.19,8808.19,1654.73,1654.73,1191.81,462.92,0.0,0.0,0.0,Oct-2015,341.5,Feb-2016,Jan-2016,0.0,82.0,1.0,INDIVIDUAL,,,,0.0,263.0,100182.0,,,,,,,,,,,,168100.0,,,
12615162,14627313,10000.0,10000.0,10000.0, 60 months,14.64,236.02,C,C3,Unit Secretary,10+ years,MORTGAGE,33000.0,Source Verified,Mar-2014,Default,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12615162,,debt_consolidation,Debt consolidation,333xx,FL,17.38,0.0,Oct-2002,0.0,,,11.0,0.0,8916.0,43.9,25.0,w,7860.43,7860.43,4012.34,4012.34,2139.57,1872.77,0.0,0.0,0.0,Aug-2015,236.02,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,271.0,121547.0,,,,,,,,,,,,20300.0,,,
18785115,20957820,15000.0,15000.0,15000.0, 36 months,7.12,463.98,A,A3,Senior Human Resources Business Partner,1 year,MORTGAGE,85000.0,Not Verified,Jun-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=18785115,,debt_consolidation,Debt consolidation,017xx,MA,14.27,1.0,May-1995,1.0,12.0,,16.0,0.0,20028.0,25.0,36.0,w,0.0,0.0,15260.312155,15260.31,15000.0,260.31,0.0,0.0,0.0,Sep-2014,14332.35,,Sep-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,318005.0,,,,,,,,,,,,80200.0,,,
34481866,37145128,33400.0,33400.0,33400.0, 60 months,20.99,903.4,E,E4,"AVP, Sr Branch Manager",2 years,RENT,95000.0,Source Verified,Nov-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34481866,,debt_consolidation,Debt consolidation,024xx,MA,21.42,1.0,Aug-2000,2.0,9.0,64.0,19.0,2.0,10779.0,40.2,62.0,f,0.0,0.0,35486.1,35486.1,33400.0,2086.1,0.0,0.0,0.0,Jul-2015,1040.2,,Jul-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,116.0,107585.0,,,,,,,,,,,,26800.0,,,
63869943,68290718,13325.0,13325.0,13325.0, 36 months,15.41,464.6,D,D1,Supervisor Nutritionist,2 years,RENT,42000.0,Verified,Nov-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63869943,,debt_consolidation,Debt consolidation,890xx,NV,8.06,0.0,Jan-2010,0.0,,,3.0,0.0,2198.0,59.4,4.0,f,0.0,0.0,13490.03,13490.03,13325.0,165.03,0.0,0.0,0.0,Dec-2015,13512.85,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,9964.0,,,,,,,,,,,,3700.0,,,
10555167,12437283,9600.0,9600.0,9600.0, 60 months,22.4,267.33,E,E3,Account Resolutions Specialist,10+ years,RENT,31000.0,Source Verified,Jan-2014,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10555167,,debt_consolidation,Debt consolidation,840xx,UT,26.05,0.0,Apr-1988,1.0,,114.0,7.0,1.0,7677.0,68.5,13.0,w,7486.87,7486.87,5346.6,5346.6,2113.13,3233.47,0.0,0.0,0.0,Sep-2015,267.33,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,84.0,32781.0,,,,,,,,,,,,11200.0,,,
8656483,10428494,28000.0,28000.0,28000.0, 60 months,13.67,646.74,B,B5,Network Engineer,4 years,MORTGAGE,95000.0,Source Verified,Nov-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8656483,,debt_consolidation,Debt consolidation loan,018xx,MA,16.85,2.0,Jan-2000,2.0,10.0,,16.0,0.0,21284.0,46.3,47.0,w,0.0,0.0,2586.96,2586.96,1333.67,1253.29,0.0,0.0,0.0,Mar-2014,646.74,,Jan-2016,0.0,10.0,1.0,INDIVIDUAL,,,,0.0,0.0,427301.0,,,,,,,,,,,,46000.0,,,
21841282,24174206,9000.0,9000.0,9000.0, 36 months,12.99,303.21,C,C1,General manager,1 year,RENT,75000.0,Verified,Jul-2014,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=21841282,,credit_card,Credit card refinancing,112xx,NY,15.97,1.0,Mar-2006,0.0,12.0,,10.0,0.0,7990.0,66.6,16.0,w,5670.55,5670.55,4563.31,4563.31,3329.45,1218.7,15.16,0.0,0.0,Nov-2015,621.58,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,24358.0,,,,,,,,,,,,12000.0,,,
44200472,47237190,22425.0,22425.0,22425.0, 60 months,17.86,567.75,D,D5,PHARMACY TECH,10+ years,RENT,45000.0,Source Verified,Apr-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44200472,,credit_card,Credit card refinancing,100xx,NY,24.51,0.0,Sep-2005,0.0,63.0,,14.0,0.0,14895.0,58.6,20.0,w,0.0,0.0,22669.18,22669.18,22425.0,244.18,0.0,0.0,0.0,Apr-2015,22713.68,,Apr-2015,0.0,63.0,1.0,INDIVIDUAL,,,,0.0,0.0,19345.0,,,,,,,,,,,,25800.0,,,
1601210,1871891,20000.0,20000.0,20000.0, 36 months,15.8,701.17,C,C3,Marsh Management Services Inc,1 year,MORTGAGE,81000.0,Source Verified,Oct-2012,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1601210,  Borrower added on 10/09/12 > I want to clear off credit cards and have one payment instead of payments to several places.<br>,debt_consolidation,Debt consolidation,054xx,VT,17.27,0.0,Oct-2005,1.0,,,19.0,0.0,21973.0,74.7,23.0,f,1378.3,1378.3,23834.98,23834.98,18621.7,5213.28,0.0,0.0,0.0,Sep-2015,701.17,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,239954.0,,,,,,,,,,,,29400.0,,,
61468846,65587573,7325.0,7325.0,7325.0, 36 months,16.99,261.12,D,D3,,,MORTGAGE,21600.0,Verified,Oct-2015,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61468846,,other,Other,331xx,FL,30.94,1.0,Jan-2004,3.0,5.0,,4.0,0.0,13999.0,100.0,13.0,w,7167.59,7167.59,254.21,254.21,157.41,96.8,0.0,0.0,0.0,Dec-2015,261.12,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,28424.0,,,,,,,,,,,,14000.0,,,
43789453,46806175,12075.0,12075.0,12075.0, 36 months,22.99,467.36,F,F1,Medical assistant ,3 years,RENT,40373.0,Verified,Mar-2015,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43789453,,debt_consolidation,Debt consolidation,107xx,NY,18.58,0.0,Oct-2004,1.0,37.0,,10.0,0.0,4057.0,88.2,15.0,f,11061.51,11061.51,2321.38,2321.38,1013.49,1307.89,0.0,0.0,0.0,Oct-2015,467.36,Feb-2016,Jan-2016,0.0,37.0,1.0,INDIVIDUAL,,,,0.0,0.0,17025.0,,,,,,,,,,,,4600.0,,,
19126991,21329690,12000.0,12000.0,12000.0, 60 months,16.29,293.67,D,D2,server/manager,3 years,RENT,52000.0,Verified,Jun-2014,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19126991,,credit_card,Credit card refinancing,606xx,IL,13.39,0.0,Apr-2001,2.0,,,9.0,0.0,19640.0,90.9,15.0,w,0.0,0.0,4584.95,4584.95,1242.9,1400.13,0.0,1941.92,349.5456,Mar-2015,293.67,,Aug-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,19640.0,,,,,,,,,,,,21600.0,,,
1548712,1814762,9950.0,9950.0,9950.0, 60 months,19.05,258.39,D,D4,Chastain & Assoc. Insurance,3 years,MORTGAGE,30000.0,Verified,Sep-2012,Default,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1548712,  Borrower added on 09/20/12 > This will help me consolidate some debt &amp; get me back on my feet.<br>,debt_consolidation,Debt consolidation,306xx,GA,33.12,1.0,Dec-1999,0.0,17.0,,13.0,0.0,15416.0,43.7,29.0,f,5299.09,5299.09,9039.4,9039.4,4650.91,4388.49,0.0,0.0,0.0,Aug-2015,258.39,Feb-2016,Jan-2016,0.0,72.0,1.0,INDIVIDUAL,,,,0.0,0.0,36272.0,,,,,,,,,,,,35300.0,,,
17803960,19936479,17175.0,17175.0,17150.0, 36 months,17.57,617.22,D,D4,VP - Treasury Services Manager,6 years,MORTGAGE,83000.0,Source Verified,May-2014,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17803960,,debt_consolidation,Debt consolidation,301xx,GA,15.78,1.0,Oct-2006,2.0,7.0,,9.0,0.0,5810.0,43.0,14.0,f,0.0,0.0,8023.86,8012.18,5191.94,2831.92,0.0,0.0,0.0,Jul-2015,617.22,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,247048.0,,,,,,,,,,,,13375.0,,,
49257547,52566267,12900.0,12900.0,12900.0, 60 months,28.99,409.4,G,G5,Security officer,4 years,RENT,38000.0,Source Verified,Jun-2015,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49257547,,house,Home buying,606xx,IL,28.58,0.0,Nov-2007,0.0,,,5.0,0.0,891.0,27.0,14.0,w,12599.59,12599.59,1637.29,1637.29,300.41,1316.41,20.47,0.0,0.0,Nov-2015,429.87,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,1727.0,37957.0,,,,,,,,,,,,3300.0,,,
501387,644410,3600.0,3600.0,2700.0, 36 months,7.88,112.61,A,A5,Duck Creek Technologies,3 years,RENT,50350.0,Not Verified,Apr-2010,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=501387,,debt_consolidation,Debt Consolidation,658xx,MO,6.03,0.0,Sep-2003,1.0,,,6.0,0.0,4200.0,21.1,11.0,f,0.0,0.0,3753.25,2814.99,3600.0,153.25,0.0,0.0,0.0,Dec-2010,2.0,,Dec-2010,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
23043525,25396355,13250.0,13250.0,13250.0, 60 months,26.06,397.19,G,G5,EHS Specialist,1 year,MORTGAGE,69223.96,Verified,Aug-2014,Default,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=23043525,,debt_consolidation,Debt consolidation,454xx,OH,21.38,1.0,Nov-1993,6.0,22.0,,11.0,0.0,15040.0,79.2,27.0,w,11767.87,11767.87,4766.28,4766.28,1482.13,3284.15,0.0,0.0,0.0,Aug-2015,397.19,Feb-2016,Jan-2016,0.0,34.0,1.0,INDIVIDUAL,,,,0.0,0.0,151703.0,,,,,,,,,,,,19000.0,,,
41074530,43950511,35000.0,35000.0,35000.0, 36 months,9.17,1115.77,B,B2,Civil Engineer,< 1 year,RENT,185000.0,Not Verified,Feb-2015,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41074530,,debt_consolidation,Debt consolidation,282xx,NC,9.81,0.0,Aug-2000,0.0,26.0,,15.0,0.0,19081.0,62.4,30.0,w,27353.9,27353.9,10157.82,10157.82,7646.1,2511.72,0.0,0.0,0.0,Jan-2016,1115.77,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,67786.0,,,,,,,,,,,,30600.0,,,
36008269,38709793,6000.0,6000.0,6000.0, 36 months,11.44,197.69,B,B4,technician,8 years,RENT,40000.0,Source Verified,Nov-2014,Default,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=36008269,,credit_card,Credit card refinancing,928xx,CA,32.33,0.0,Jun-1987,0.0,,,14.0,0.0,12785.0,56.8,18.0,f,4686.29,4686.29,1773.49,1773.49,1313.71,459.78,0.0,0.0,0.0,Aug-2015,197.69,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,48237.0,,,,,,,,,,,,22500.0,,,
3633981,4636928,11000.0,11000.0,11000.0, 36 months,10.16,355.77,B,B1,Lion ReSources Inc,10+ years,MORTGAGE,138929.08,Verified,Mar-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3633981,"  Borrower added on 03/05/13 > Pay off my highest rate &amp; most interest charged per month credit card. The faster we get rid of this one debt, faster we tackle the rest.  I calc'ed the min pay pay term, compared to the 3 year amount on my statement, then decided to go this route.  The $356 / month is well within our current budget<br><br> Borrower added on 03/05/13 > Been employed same job 15+ years, moved 2 years ago to reduce our cost of living, very responsible w/ money &amp; our monthly budget.  We continue to make smart choices with the 1st goal of zero CCard debt.  I want to be on the &quot;other side of the fence&quot;, investing money instead of treading water monthly<br>",credit_card,GMCard PayOff,347xx,FL,8.15,0.0,May-1999,0.0,61.0,,10.0,0.0,33788.0,78.4,18.0,w,0.0,0.0,12370.4107908,12370.41,11000.0,1370.41,0.0,0.0,0.0,Oct-2014,5966.55,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,251523.0,,,,,,,,,,,,43100.0,,,
41041099,43916914,4025.0,4025.0,4025.0, 36 months,14.65,138.84,C,C5,cocktail server,5 years,RENT,52000.0,Not Verified,Feb-2015,Default,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41041099,,debt_consolidation,Debt consolidation,891xx,NV,13.15,0.0,Oct-2005,2.0,24.0,,17.0,0.0,1196.0,14.9,34.0,w,3091.75,3091.75,1193.45,1193.45,933.25,260.2,0.0,0.0,0.0,Aug-2015,200.0,Feb-2016,Jan-2016,0.0,24.0,1.0,INDIVIDUAL,,,,0.0,230.0,56984.0,,,,,,,,,,,,8000.0,,,
10716582,12608676,9000.0,9000.0,9000.0, 36 months,9.17,286.92,B,B1,Office Specialist,< 1 year,RENT,37600.0,Not Verified,Jul-2014,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10716582,,debt_consolidation,Debt consolidation,274xx,NC,17.84,0.0,Aug-2002,1.0,65.0,,14.0,0.0,10369.0,34.6,37.0,f,0.0,0.0,3729.96,3729.96,2969.62,760.34,0.0,0.0,0.0,Aug-2015,286.92,,Jan-2016,0.0,65.0,1.0,INDIVIDUAL,,,,0.0,0.0,42276.0,,,,,,,,,,,,30000.0,,,
601424,771748,10000.0,10000.0,10000.0, 36 months,9.62,320.9,B,B3,La Cabana Mexican Restaurant,10+ years,MORTGAGE,25000.0,Source Verified,Oct-2010,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=601424,,debt_consolidation,debet consolidation loan,124xx,NY,13.68,0.0,Nov-2003,3.0,,,8.0,0.0,7585.0,33.7,12.0,f,0.0,0.0,11549.02,11549.02,10000.0,1549.02,0.0,0.0,0.0,Nov-2013,341.72,,Nov-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
704959,896966,11500.0,11500.0,11500.0, 36 months,10.74,375.09,B,B4,Insider Guides,3 years,RENT,74000.0,Not Verified,Mar-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=704959,"  Borrower added on 03/21/11 > Hello,<br/>I'm looking to consolidate my credit card debt into a more reasonable, lower interest monthly payment.  I have solid credit, never miss a payment, have reliable income and live within my means. <br/><br/>Thank you for your interest.<br/>",credit_card,Personal-1,180xx,PA,14.98,0.0,Nov-2000,2.0,,,13.0,0.0,19871.0,61.3,29.0,f,0.0,0.0,13352.57,13352.57,11500.0,1852.57,0.0,0.0,0.0,Jul-2013,3624.01,,May-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
34663178,37346474,12000.0,12000.0,12000.0, 60 months,16.49,294.96,D,D3,Sales Rep,3 years,RENT,52000.0,Source Verified,Nov-2014,Default,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=34663178,,debt_consolidation,Debt consolidation,840xx,UT,12.95,0.0,Jul-2008,0.0,,,6.0,0.0,14232.0,84.2,10.0,w,10763.01,10763.01,2647.65,2647.65,1236.99,1395.66,15.0,0.0,0.0,Sep-2015,309.96,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,14232.0,,,,,,,,,,,,16900.0,,,
29143740,31686910,12000.0,12000.0,12000.0, 60 months,15.61,289.34,D,D1,HHG AUDITOR,1 year,RENT,40000.0,Source Verified,Oct-2014,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=29143740,,debt_consolidation,Debt consolidation,441xx,OH,16.32,0.0,Dec-2002,1.0,,,9.0,0.0,11196.0,77.2,22.0,w,10281.62,10281.62,3472.08,3472.08,1718.38,1753.7,0.0,0.0,0.0,Oct-2015,289.34,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,869.0,31189.0,,,,,,,,,,,,14500.0,,,
42693229,45689957,18450.0,18450.0,18450.0, 36 months,21.67,701.47,E,E5,Document Control,3 years,RENT,37000.0,Verified,Mar-2015,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42693229,,debt_consolidation,Debt consolidation,920xx,CA,27.31,0.0,Dec-2006,2.0,,,12.0,0.0,8569.0,32.6,15.0,f,15310.55,15310.55,5567.34,5567.34,3139.45,2427.89,0.0,0.0,0.0,Nov-2015,701.47,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,30223.0,,,,,,,,,,,,26300.0,,,
505359,651130,5000.0,5000.0,4795.92732586, 36 months,9.88,161.06,B,B1,Clarke County,4 years,MORTGAGE,45432.0,Not Verified,Apr-2010,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=505359,,credit_card,consolidation loan,226xx,VA,16.9,0.0,Jun-1997,2.0,,,11.0,0.0,9020.0,51.8,20.0,f,0.0,0.0,5796.66,5539.06,5000.0,796.66,0.0,0.0,0.0,May-2013,172.15,,May-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
36039498,38751125,6000.0,6000.0,6000.0, 36 months,12.99,202.14,C,C2,,,RENT,65000.0,Source Verified,Nov-2014,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=36039498,,debt_consolidation,Debt consolidation,900xx,CA,13.79,0.0,Apr-2000,2.0,54.0,,10.0,0.0,12660.0,65.6,33.0,f,4559.31,4559.31,2010.58,2010.58,1440.69,569.89,0.0,0.0,0.0,Oct-2015,202.14,Feb-2016,Jan-2016,0.0,54.0,1.0,INDIVIDUAL,,,,0.0,0.0,20587.0,,,,,,,,,,,,19300.0,,,
21010670,23293363,15625.0,15625.0,15625.0, 60 months,14.49,367.55,C,C4,Underwriter,6 years,RENT,50000.0,Source Verified,Jul-2014,Default,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=21010670,,debt_consolidation,Debt consolidation,303xx,GA,26.51,0.0,May-2007,0.0,,,7.0,0.0,8735.0,40.1,11.0,w,13127.77,13127.77,4796.53,4796.53,2497.23,2280.92,18.38,0.0,0.0,Sep-2015,367.55,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,19930.0,,,,,,,,,,,,21800.0,,,
41237542,44144311,14975.0,14975.0,14975.0, 60 months,24.5,435.16,F,F3,assembler,10+ years,RENT,70000.0,Source Verified,Feb-2015,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41237542,,debt_consolidation,Debt consolidation,483xx,MI,15.67,0.0,Sep-2000,0.0,,,6.0,0.0,5630.0,85.3,9.0,f,14011.64,14011.64,3025.74,3025.74,963.36,2062.38,0.0,0.0,0.0,Sep-2015,435.16,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,20769.0,,,,,,,,,,,,6600.0,,,
1545513,1811716,13700.0,13700.0,13625.0, 36 months,6.03,416.97,A,A1,City Of Westerville,1 year,MORTGAGE,36000.0,Not Verified,Sep-2012,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1545513,"  Borrower added on 09/17/12 > Wanting to put a new roof, siding, and windows on my house which I purchased three years ago after I returned home from Iraq. I have never defaulted on any type of loan payment. Thank you for your time and consideration.<br>",home_improvement,Home improvement,432xx,OH,0.87,0.0,Jan-2005,0.0,,,5.0,0.0,736.0,5.1,9.0,f,0.0,0.0,14933.6146074,14851.86,13700.0,1233.61,0.0,0.0,0.0,Dec-2014,4096.64,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,106557.0,,,,,,,,,,,,14400.0,,,
42345150,45271938,18000.0,18000.0,18000.0, 60 months,12.29,403.05,C,C1,Driver,1 year,RENT,50000.0,Source Verified,Mar-2015,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42345150,,credit_card,Credit card refinancing,112xx,NY,17.69,0.0,Jun-2007,0.0,,,9.0,0.0,9944.0,66.3,17.0,w,0.0,0.0,1599.91,1599.91,888.33,711.58,0.0,0.0,0.0,Jul-2015,403.05,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,15399.0,,,,,,,,,,,,15000.0,,,
5204744,6546906,35000.0,35000.0,35000.0, 60 months,21.98,966.27,E,E4,St. Joachim Church,10+ years,MORTGAGE,240000.0,Verified,Jun-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5204744,,debt_consolidation,amexloan,926xx,CA,15.57,0.0,Jul-2003,0.0,,,14.0,0.0,36776.0,96.0,26.0,f,0.0,0.0,22222.05,22222.05,9197.69,13024.36,0.0,0.0,0.0,May-2015,966.27,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,763414.0,,,,,,,,,,,,38300.0,,,
7083903,8745457,19200.0,19200.0,19125.0, 36 months,12.35,640.93,B,B4,Dayton Systems Group,10+ years,MORTGAGE,160000.0,Not Verified,Sep-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7083903,  Borrower added on 09/09/13 > I have several credit cards that I would like to consolidate. Most of these cards carry a very high interest rate which makes it difficult to try to get ahead. This loan would allow us to pay off several of the cards and a good head start on paying off the rest which will allow us to get out of debt<br>,debt_consolidation,debt consolidate,453xx,OH,13.23,0.0,Apr-1976,0.0,,,25.0,0.0,49891.0,72.0,44.0,f,0.0,0.0,2557.76,2547.8,1796.7,761.06,0.0,0.0,0.0,Jan-2014,640.93,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,278279.0,,,,,,,,,,,,69300.0,,,
8145105,9887224,10500.0,10500.0,10500.0, 36 months,12.99,353.74,B,B4,Administrative Assistant,1 year,MORTGAGE,31200.0,Source Verified,Oct-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8145105,  Borrower added on 10/16/13 > I am paying off my credit cards and a little for christmas<br>,credit_card,Credit card refinancing,982xx,WA,28.08,0.0,Nov-1991,0.0,,,11.0,0.0,10477.0,54.9,20.0,f,0.0,0.0,4596.74,4596.74,3330.69,1266.05,0.0,0.0,0.0,Dec-2014,353.74,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,184845.0,,,,,,,,,,,,19100.0,,,
12775706,14797867,13400.0,13400.0,13400.0, 36 months,15.31,466.56,C,C4,sales,2 years,OWN,40000.0,Source Verified,Mar-2014,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12775706,"  Borrower added on 03/11/14 > i have relocated from new jersey to florida about 2 years ago  i had a rocky start  and during the transition i had to use credit card to make ends meet, i manage to always pay them on time but i think it will be easier and less stressful if i only had to make one payment a month ,rather then 5<br>",debt_consolidation,Debt consolidation,335xx,FL,24.61,0.0,Dec-1992,2.0,73.0,,9.0,0.0,15376.0,64.9,32.0,w,0.0,0.0,6998.4,6998.4,4852.72,2145.68,0.0,0.0,0.0,Jun-2015,466.56,,Jan-2016,0.0,73.0,1.0,INDIVIDUAL,,,,0.0,1236.0,32944.0,,,,,,,,,,,,23700.0,,,
12957435,14989621,24000.0,24000.0,24000.0, 60 months,14.64,566.44,C,C3,Assistant store ditector,10+ years,OWN,60000.0,Verified,Mar-2014,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12957435,  Borrower added on 03/17/14 > Personal loan<br>,other,Other,917xx,CA,10.64,0.0,Oct-1998,0.0,,,9.0,0.0,11483.0,20.3,14.0,f,0.0,0.0,7619.29,7619.29,2284.91,2246.61,0.0,3087.77,555.7986,Nov-2014,566.44,,Apr-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,167654.0,,,,,,,,,,,,56500.0,,,
2075953,2428197,10300.0,10300.0,10300.0, 36 months,15.31,358.62,C,C2,Henjum Goucher Reporting,5 years,MORTGAGE,60000.0,Source Verified,Nov-2012,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2075953,"  Borrower added on 11/13/12 > I would like to replace my wooden fence in backyard, remodel one bathroom and totally re-do the plumbing in my home.  I will also be paying off 2 credit cards.<br>",home_improvement,Home improvement,752xx,TX,17.1,14.0,Dec-1998,2.0,12.0,,21.0,0.0,9680.0,64.1,36.0,f,0.0,0.0,2868.48,2868.48,1900.63,967.85,0.0,0.0,0.0,Jul-2013,358.62,,Jan-2016,0.0,12.0,1.0,INDIVIDUAL,,,,0.0,0.0,110082.0,,,,,,,,,,,,15100.0,,,
39752178,42576013,6000.0,6000.0,6000.0, 36 months,10.49,194.99,B,B3,IT Systems Engineer,9 years,MORTGAGE,75000.0,Not Verified,Jan-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39752178,,debt_consolidation,Debt consolidation,537xx,WI,16.27,0.0,Sep-1999,0.0,,,9.0,0.0,32794.0,87.3,21.0,f,0.0,0.0,6203.2,6203.2,6000.0,203.2,0.0,0.0,0.0,May-2015,5625.22,,May-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,200814.0,,,,,,,,,,,,36700.0,,,
